source_address,lei,entity_name,lei_record_url,error
TEXANS Credit Union,,,,no_match
ADVANCIAL Credit Union,,,,no_match
KEMBA FINANCIAL Credit Union,,,,no_match
SELF-HELP Credit Union,,,,no_match
LGE COMMUNITY Credit Union,,,,no_match
CREDIT UNION 1 Credit Union,,,,no_match
BLACK HILLS Credit Union,,,,no_match
ITHINK FINANCIAL Credit Union,,,,no_match
FORUM Credit Union,,,,no_match
MAX Credit Union,,,,no_match
CENTRA Credit Union,,,,no_match
COMMUNICATION Credit Union,,,,no_match
I. H. MISSISSIPPI VALLEY Credit Union,,,,no_match
IQ Credit Union,,,,no_match
MERIWEST Credit Union,,,,no_match
CALTECH EMPLOYEES Credit Union,,,,no_match
LBS FINANCIAL Credit Union,,,,no_match
WESTERRA Credit Union,,,,no_match
CANYON VIEW Credit Union,,,,no_match
ALABAMA Credit Union,,,,no_match
TEXAS TRUST Credit Union,,,,no_match
WHITEFISH CREDIT UNION ASSOCIATION Credit Union,,,,no_match
SRP Credit Union,,,,no_match
DUPONT COMMUNITY Credit Union,,,,no_match
INDIANA UNIVERSITY Credit Union,,,,no_match
SHELL Credit Union,,,,no_match
CYPRUS Credit Union,,,,no_match
TYNDALL Credit Union,,,,no_match
FRANKLIN MINT Credit Union,,,,no_match
MONTERRA Credit Union,,,,no_match
SEVEN SEVENTEEN Credit Union,,,,no_match
COASTHILLS Credit Union,,,,no_match
FIBRE Credit Union,,,,no_match
DATCU Credit Union,,,,no_match
CREDIT UNION ONE Credit Union,,,,no_match
CREDIT UNION OF AMERICA Credit Union,,,,no_match
GREATER NEVADA Credit Union,,,,no_match
GREYLOCK Credit Union,,,,no_match
TRUWEST Credit Union,,,,no_match
UNITED HERITAGE Credit Union,,,,no_match
PUBLIX EMPLOYEES Credit Union,,,,no_match
OPERATING ENGINEERS LOCAL UNION #3 Credit Union,,,,no_match
MID-HUDSON VALLEY Credit Union,,,,no_match
SKYLA Credit Union,,,,no_match
NORTHROP GRUMMAN Credit Union,,,,no_match
WESTMARK Credit Union,,,,no_match
"VERVE, A CREDIT UNION Credit Union",,,,no_match
RED RIVER EMPLOYEES Credit Union,,,,no_match
COLLINS COMMUNITY Credit Union,,,,no_match
VIBE Credit Union,,,,no_match
CAPITAL EDUCATORS Credit Union,,,,no_match
FRANKENMUTH Credit Union,,,,no_match
SIERRA CENTRAL Credit Union,,,,no_match
UTILITIES EMPLOYEES Credit Union,,,,no_match
MARION AND POLK SCHOOLS Credit Union,,,,no_match
COMMUNITY FINANCIAL Credit Union,,,,no_match
WEBSTER FIRST Credit Union,,,,no_match
WEOKIE Credit Union,,,,no_match
U.S. EAGLE Credit Union,,,,no_match
BEGINNINGS Credit Union,,,,no_match
COMMUNITY CREDIT UNION OF FLORIDA Credit Union,,,,no_match
SAN FRANCISCO Credit Union,,,,no_match
VENTURA COUNTY Credit Union,,,,no_match
AMOCO Credit Union,,,,no_match
GREAT LAKES Credit Union,,,,no_match
PALMETTO CITIZENS Credit Union,,,,no_match
ALOHA PACIFIC Credit Union,,,,no_match
FIRST COMMONWEALTH Credit Union,,,,no_match
LISTERHILL Credit Union,,,,no_match
S. C. STATE Credit Union,,,,no_match
DEL NORTE Credit Union,,,,no_match
SHARON & CRESCENT UNITED Credit Union,,,,no_match
UNIVERSITY OF MICHIGAN Credit Union,,,,no_match
AVADIAN Credit Union,,,,no_match
SHARONVIEW Credit Union,,,,no_match
TELHIO Credit Union,,,,no_match
SANDIA AREA Credit Union,,,,no_match
DIRECTIONS Credit Union,,,,no_match
FARMERS INSURANCE Credit Union,,,,no_match
CREDIT UNION WEST Credit Union,,,,no_match
NEIGHBORS Credit Union,,,,no_match
PACIFIC SERVICE Credit Union,,,,no_match
STATE EMPLOYEES Credit Union,,,,no_match
USF FEDERAL CREDIT UNION Credit Union,,,,no_match
ORION Credit Union,,,,no_match
FORT WORTH COMMUNITY Credit Union,,,,no_match
LOS ANGELES Credit Union,,,,no_match
LEADERS CREDIT UNION Credit Union,,,,no_match
AMPLIFY Credit Union,,,,no_match
WRIGHT PATMAN CONGRESSIONAL Credit Union,,,,no_match
PATRIOT Credit Union,,,,no_match
NOTRE DAME Credit Union,,,,no_match
RIZE Credit Union,,,,no_match
MUNICIPAL EMPL.CREDIT UNION OF BALT Credit Union,,,,no_match
GULF WINDS Credit Union,,,,no_match
1ST UNITED Credit Union,,,,no_match
TRUITY Credit Union,,,,no_match
FIVE STAR Credit Union,,,,no_match
QUORUM Credit Union,,,,no_match
FIRSTMARK Credit Union,,,,no_match
DESERET FIRST Credit Union,,,,no_match
HARVARD Credit Union,,,,no_match
EFCU FINANCIAL Credit Union,,,,no_match
SUNMARK Credit Union,,,,no_match
SESLOC Credit Union,,,,no_match
CREDIT UNION OF DENVER Credit Union,,,,no_match
SIDNEY Credit Union,,,,no_match
DUTRAC COMMUNITY Credit Union,,,,no_match
RAVE FINANCIAL  Credit Union,,,,no_match
RED CANOE Credit Union,,,,no_match
MEMBERS COOPERATIVE Credit Union,,,,no_match
VIBRANT Credit Union,,,,no_match
FIRST COMMERCE Credit Union,,,,no_match
SALAL Credit Union,,,,no_match
AMERICAN FIRST Credit Union,,,,no_match
REV Credit Union,,,,no_match
BLUPEAK Credit Union,,,,no_match
LAFCU Credit Union,,,,no_match
CRANE Credit Union,,,,no_match
JUSTICE Credit Union,,,,no_match
NEIGHBORHOOD Credit Union,,,,no_match
ATLANTIC REGIONAL Credit Union,,,,no_match
PEACH STATE Credit Union,,,,no_match
NORTH COUNTRY Credit Union,,,,no_match
NECHES Credit Union,,,,no_match
MARINE Credit Union,,,,no_match
LATINO COMMUNITY Credit Union,,,,no_match
1ST ADVANTAGE Credit Union,,,,no_match
VELOCITY Credit Union,,,,no_match
HFS Credit Union,,,,no_match
MAZUMA Credit Union,,,,no_match
4FRONT Credit Union,,,,no_match
VERMONT Credit Union,,,,no_match
RAIZ Credit Union,,,,no_match
MCCOY Credit Union,,,,no_match
BRIGHTSTAR Credit Union,,,,no_match
MIRASTAR Credit Union,,,,no_match
GOLDEN PLAINS Credit Union,,,,no_match
WESTBY CO-OP Credit Union,,,,no_match
ABNB Credit Union,,,,no_match
WESTREET Credit Union,,,,no_match
ALTAONE Credit Union,,,,no_match
PEOPLE FIRST Credit Union,,,,no_match
GREATER TEXAS Credit Union,,,,no_match
ENRICHMENT Credit Union,,,,no_match
POWER FINANCIAL Credit Union,,,,no_match
UNIVERSITY OF HAWAII Credit Union,,,,no_match
FIRST CITY Credit Union,,,,no_match
KELLOGG COMMUNITY Credit Union,,,,no_match
ALPENA-ALCONA AREA Credit Union,,,,no_match
FORTERA Credit Union,,,,no_match
COMMUNITY RESOURCE Credit Union,,,,no_match
BLACKHAWK COMMUNITY Credit Union,,,,no_match
TLC COMMUNITY Credit Union,,,,no_match
CAMPUS Credit Union,,,,no_match
RADIANT Credit Union,,,,no_match
QUALSTAR Credit Union,,,,no_match
GATHER Credit Union,,,,no_match
NUMARK Credit Union,,,,no_match
TUCSON Credit Union,,,,no_match
TEXAS BAY Credit Union,,,,no_match
DAY AIR Credit Union,,,,no_match
ARDENT Credit Union,,,,no_match
OCEANAIR Credit Union,,,,no_match
COMMUNITYWIDE Credit Union,,,,no_match
MERCED SCHOOL EMPLOYEES Credit Union,,,,no_match
MAINE SAVINGS Credit Union,,,,no_match
SOUTHWEST AIRLINES Credit Union,,,,no_match
ENVISION Credit Union,,,,no_match
SOLARITY Credit Union,,,,no_match
THE PEOPLES Credit Union,,,,no_match
OTERO Credit Union,,,,no_match
PROPONENT Credit Union,,,,no_match
LEBANON Credit Union,,,,no_match
LIBERTY FIRST Credit Union,,,,no_match
CAROLINAS TELCO Credit Union,,,,no_match
FIRST NEW YORK Credit Union,,,,no_match
WESTERLY COMMUNITY Credit Union,,,,no_match
REVITY Credit Union,,,,no_match
PCM Credit Union,,,,no_match
WESTERN COOPERATIVE Credit Union,,,,no_match
LEVO Credit Union,,,,no_match
TRAX Credit Union,,,,no_match
MUTUAL Credit Union,,,,no_match
TELCOE Credit Union,,,,no_match
TOPSIDE Credit Union,,,,no_match
VELOCITY COMMUNITY Credit Union,,,,no_match
GENCO Credit Union,,,,no_match
TAMPA BAY Credit Union,,,,no_match
LAND OF LINCOLN Credit Union,,,,no_match
MAUI COUNTY Credit Union,,,,no_match
HEALTHCARE ASSOCIATES Credit Union,,,,no_match
AEROSPACE Credit Union,,,,no_match
MIDSOUTH COMMUNITY Credit Union,,,,no_match
HOLY ROSARY Credit Union,,,,no_match
JOLT Credit Union,,,,no_match
NIZARI PROGRESSIVE Credit Union,,,,no_match
CENTURY Credit Union,,,,no_match
DIRIGO Credit Union,,,,no_match
CME Credit Union,,,,no_match
WIDGET Credit Union,,,,no_match
LOC Credit Union,,,,no_match
WINSOUTH Credit Union,,,,no_match
FIRST HARVEST Credit Union,,,,no_match
AOD Credit Union,,,,no_match
FEDCHOICE Credit Union,,,,no_match
CASCADE COMMUNITY Credit Union,,,,no_match
TRONA VALLEY COMMUNITY Credit Union,,,,no_match
CANTON SCHOOL EMPLOYEES Credit Union,,,,no_match
WMCU Credit Union,,,,no_match
CDC Credit Union,,,,no_match
PUBLIC EMPLOYEES Credit Union,,,,no_match
TEXAS TECH Credit Union,,,,no_match
OUACHITA VALLEY Credit Union,,,,no_match
802 Credit Union,,,,no_match
INFUZE Credit Union,,,,no_match
CU HAWAII Credit Union,,,,no_match
COLORADO Credit Union,,,,no_match
WHEELHOUSE Credit Union,,,,no_match
CHESSIE Credit Union,,,,no_match
DEXSTA Credit Union,,,,no_match
SOUTHEASTERN Credit Union,,,,no_match
UKRAINIAN Credit Union,,,,no_match
ESSENTIAL Credit Union,,,,no_match
MEMBERSFIRST Credit Union,,,,no_match
AMERICAN SOUTHWEST Credit Union,,,,no_match
NORTH COAST Credit Union,,,,no_match
RHODE ISLAND Credit Union,,,,no_match
HIGH POINT Credit Union,,,,no_match
DENVER COMMUNITY CU D.B.A. ZING CU Credit Union,,,,no_match
ASHLAND Credit Union,,,,no_match
CAROLINA TRUST Credit Union,,,,no_match
WAUNA Credit Union,,,,no_match
ALCOA TENN Credit Union,,,,no_match
TVA COMMUNITY CREDIT UNION Credit Union,,,,no_match
WHITE SANDS Credit Union,,,,no_match
WYHY Credit Union,,,,no_match
FORT COMMUNITY Credit Union,,,,no_match
OCEAN FINANCIAL Credit Union,,,,no_match
HONOLULU Credit Union,,,,no_match
FIRST COMMUNITY CU OF BELOIT Credit Union,,,,no_match
INDUSTRIAL CU OF WHATCOM COUNTY Credit Union,,,,no_match
TEN Credit Union,,,,no_match
HOUSTON TEXAS FIRE FIGHTERS Credit Union,,,,no_match
ACADIA Credit Union,,,,no_match
IAA Credit Union,,,,no_match
AVENIR FINANCIAL Credit Union,,,,no_match
CO-OP CREDIT UNION OF MONTEVIDEO Credit Union,,,,no_match
SEA WEST COAST GUARD Credit Union,,,,no_match
FORT SILL Credit Union,,,,no_match
NAVIGATOR Credit Union,,,,no_match
SKYWARD Credit Union,,,,no_match
PACIFIC CREST Credit Union,,,,no_match
WEPCO Credit Union,,,,no_match
CY-FAIR Credit Union,,,,no_match
TBA Credit Union,,,,no_match
SIGNAL FINANCIAL Credit Union,,,,no_match
EAGLE COMMUNITY Credit Union,,,,no_match
SIGNET Credit Union,,,,no_match
MATADORS COMMUNITY Credit Union,,,,no_match
WEST-AIRCOMM Credit Union,,,,no_match
UNISON Credit Union,,,,no_match
TRUSTAR Credit Union,,,,no_match
HERITAGE SOUTH COMMUNITY CU Credit Union,,,,no_match
MASS BAY Credit Union,,,,no_match
MISSOURI ELECTRIC COOPERATIVES EMPL Credit Union,,,,no_match
PEOPLESCHOICE Credit Union,,,,no_match
MEMBERS 1ST Credit Union,,,,no_match
MUTUAL SECURITY Credit Union,,,,no_match
ALLEGIANCE Credit Union,,,,no_match
OXFORD Credit Union,,,,no_match
FIRST CAPITAL Credit Union,,,,no_match
OUR Credit Union,,,,no_match
FIRST BASIN Credit Union,,,,no_match
WATERBURY CONNECTICUT TEACHERS Credit Union,,,,no_match
PLATINUM Credit Union,,,,no_match
AGRICULTURE Credit Union,,,,no_match
PENINSULA Credit Union,,,,no_match
"BEACON CREDIT UNION, INCORPORATED Credit Union",,,,no_match
SAG-AFTRA Credit Union,,,,no_match
TRANSPORTATION Credit Union,,,,no_match
SOLIDARITY COMMUNITY Credit Union,,,,no_match
MEMBERS PLUS Credit Union,,,,no_match
C-PLANT Credit Union,,,,no_match
MONTANA Credit Union,,,,no_match
HUDSON RIVER COMMUNITY Credit Union,,,,no_match
UME Credit Union,,,,no_match
LIBRARY OF CONGRESS Credit Union,,,,no_match
GREAT PLAINS Credit Union,,,,no_match
UNITED FINANCIAL Credit Union,,,,no_match
OLD HICKORY Credit Union,,,,no_match
TUCOEMAS Credit Union,,,,no_match
STRATA Credit Union,,,,no_match
CLOVERBELT Credit Union,,,,no_match
OCEAN STATE Credit Union,,,,no_match
US COMMUNITY Credit Union,,,,no_match
MICHIGAN UNITED Credit Union,,,,no_match
NASSAU FINANCIAL Credit Union,,,,no_match
ACTORS Credit Union,,,,no_match
INROADS Credit Union,,,,no_match
GULF Credit Union,,,,no_match
DOWNEY Credit Union,,,,no_match
MASSMUTUAL Credit Union,,,,no_match
FIRST NORTHERN Credit Union,,,,no_match
EVOLVE Credit Union,,,,no_match
PAHO/WHO Credit Union,,,,no_match
ELKO Credit Union,,,,no_match
WEST VIRGINIA CENTRAL Credit Union,,,,no_match
NEBRASKA ENERGY Credit Union,,,,no_match
TRUGROCER Credit Union,,,,no_match
SYNERGY Credit Union,,,,no_match
MINNESOTA VALLEY Credit Union,,,,no_match
INTREPID Credit Union,,,,no_match
DOWNEAST Credit Union,,,,no_match
SOO CO-OP Credit Union,,,,no_match
DANNEMORA Credit Union,,,,no_match
360 Credit Union,,,,no_match
MEMBERS FIRST CREDIT UNION OF FLORI Credit Union,,,,no_match
